=> 2-grams:
casa estaba: 8 
tarde o: 8 
que parecían: 8 
para las: 8 
se llenó: 8 
que habría: 8 
sacó de: 8 
de muerte: 8 
. Ya: 8 
en paz: 8 
Moscote se: 8 
Una semana: 8 
los baúles: 8 
sus hijas: 8 
había empezado: 8 
los bailes: 8 
y Rebeca: 8 
el amanecer.: 8 
Amparo Moscote: 8 
a Remedios: 8 
cuatro de: 8 
mientras más: 8 
vio el: 8 
la paz: 8 
pronto se: 8 
su soledad: 8 
polvo y: 8 
en menos: 8 
su parte: 8 
el baúl: 8 
regresó a: 8 
nacimiento de: 8 
que llegaban: 8 
el cielo: 8 
es un: 8 
lluvia y: 8 
sol y: 8 
las circunstancias: 8 
a misa: 8 
le llevó: 8 
en torno: 8 
se sentaba: 8 
encontraba a: 8 
hacía falta: 8 
un par: 8 
había logrado: 8 
Arcadio que: 8 
del padre: 8 
calor de: 8 
las armas: 8 
su dormitorio: 8 
a uno: 8 
siesta y: 8 
civil y: 8 
el país: 8 
una guerra: 8 
No sólo: 8 
un bando: 8 
sino el: 8 
Márquez y: 8 
casa por: 8 
Llegó a: 8 
noticias de: 8 
van a: 8 
la nostalgia: 8 
en otra: 8 
para él: 8 
decía .: 8 
la Piedad.: 8 
del gobierno: 8 
El capitán: 8 
los escombros: 8 
consejo de: 8 
su hija: 8 
quedaba en: 8 
sombrero de: 8 
mientras los: 8 
fue por: 8 
se quedaba: 8 
tentativa de: 8 
sino un: 8 
alguna vez: 8 
sino para: 8 
bella que: 8 
entonces que: 8 
la manta: 8 
los zapatos: 8 
la sopa: 8 
Era el: 8 
el acto: 8 
Segundo estaba: 8 
la historia: 8 
un buen: 8 
Segundo la: 8 
los rosales: 8 
las monjas: 8 
Fernanda le: 8 
al cine: 8 
el sábado: 8 
Meme no: 8 
Meme se: 8 
pergaminos y: 8 
el diluvio: 8 
los pergaminos.: 8 
de recordar: 7 
de barro: 7 
y para: 7 
Pero José: 7 
ha de: 7 
la región: 7 
fondo del: 7 
cambio de: 7 
de monedas: 7 
atravesó la: 7 
el fin: 7 
fin de: 7 
varios años: 7 
casa sin: 7 
de nadie: 7 
del almuerzo: 7 
carga de: 7 
Los niños: 7 
habían de: 7 
el cuartito: 7 
pueblo y: 7 
convencida de: 7 
las orejas: 7 
que decía: 7 
un sombrero: 7 
dejado de: 7 
la claridad: 7 
cuarto en: 7 
siempre en: 7 
largo y: 7 
muestras de: 7 
oro y: 7 
varias semanas: 7 
de aceite: 7 
falta de: 7 
su juventud: 7 
Hasta el: 7 
noche a: 7 
crisis de: 7 
comer en: 7 
niños y: 7 
animales y: 7 
momento de: 7 
al río: 7 
de tantos: 7 
la realidad.: 7 
Macondo en: 7 
armas de: 7 
la mitad: 7 
ver el: 7 
que casi: 7 
. Lo: 7 
soledad y: 7 
nada más: 7 
del mar: 7 
que aquella: 7 
En una: 7 
mujeres de: 7 
qué momento: 7 
no creyó: 7 
un mundo: 7 
hombre y: 7 
ventana y: 7 
Tenía la: 7 
evidente que: 7 
ser humano: 7 
indiferente a: 7 
el techo: 7 
ponía en: 7 
llamó a: 7 
leer y: 7 
habló de: 7 
el tumulto: 7 
se abrió: 7 
el cual: 7 
A los: 7 
sabiendo que: 7 
puso la: 7 
el hielo: 7 
cuerpo de: 7 
perdió el: 7 
convertida en: 7 
la vida.: 7 
la manera: 7 
ventanas para: 7 
de casarse: 7 
un hijo: 7 
mujer y: 7 
sobre su: 7 
su madre.: 7 
parecía un: 7 
acto de: 7 
rumor de: 7 
año después: 7 
porque su: 7 
mujer con: 7 
Prudencio Aguilar.: 7 
tuvo tiempo: 7 
cuando su: 7 
decisión de: 7 
el piso: 7 
pasaba por: 7 
le puso: 7 
por toda: 7 
las piernas: 7 
la segunda: 7 
aspecto de: 7 
morirse de: 7 
esa noche: 7 
hacer un: 7 
partir de: 7 
agua y: 7 
ser un: 7 
cuerpo y: 7 
los oficios: 7 
el porvenir: 7 
las barajas: 7 
pudo soportar: 7 
abandonó la: 7 
y salió: 7 
estado en: 7 
mano con: 7 
se encontraba: 7 
no sabía: 7 
Se llamaba: 7 
entraba en: 7 
esfuerzo para: 7 
para celebrar: 7 
y José: 7 
acabara de: 7 
apenas se: 7 
Ternera le: 7 
a todos: 7 
J osé: 7 
que llevaron: 7 
quejóse Arcadio: 7 
le dijo.: 7 
a tener: 7 
que ellos: 7 
ante el: 7 
como de: 7 
sus padres.: 7 
de ella.: 7 
con más: 7 
al hombre: 7 
por haber: 7 
era de: 7 
huesos de: 7 
del sábado: 7 
tuvo conciencia: 7 
a nadie.: 7 
El tiempo: 7 
mesa de: 7 
de trabajo: 7 
condición de: 7 
y tantos: 7 
hizo cargo: 7 
de otro: 7 
Úrsula era: 7 
se permitió: 7 
y todavía: 7 
los indios: 7 
Úrsula a: 7 
ámbito de: 7 
había pedido: 7 
pesar del: 7 
los nombres: 7 
el dedo: 7 
traje de: 7 
y unas: 7 
botines de: 7 
si lo: 7 
peste del: 7 
de buen: 7 
luego el: 7 
de caramelo: 7 
insomnio y: 7 
el cuento: 7 
cuento del: 7 
comer y: 7 
los habitantes: 7 
donde el: 7 
un anciano: 7 
su voz: 7 
sino con: 7 
Melquíades le: 7 
todavía no: 7 
realidad no: 7 
el Hombre: 7 
las noticias: 7 
la esperanza: 7 
una señal: 7 
la mano.: 7 
Al amanecer: 7 
abandonó el: 7 
quien había: 7 
de otra: 7 
y siempre: 7 
calor y: 7 
el menor: 7 
de azul: 7 
una autoridad: 7 
mesa y: 7 
contestó que: 7 
cómo se: 7 
a decir: 7 
la llevó: 7 
casa a: 7 
el orden: 7 
esos días: 7 
se prolongó: 7 
Volvió a: 7 
sus amigas: 7 
la visita: 7 
fue como: 7 
la encontró: 7 
Remedios en: 7 
las polillas: 7 
a media: 7 
un cuarto: 7 
fueron a: 7 
causa de: 7 
a Pietro: 7 
Pietro Crespi.: 7 
sí misma: 7 
su regreso: 7 
el aspecto: 7 
la palabra: 7 
dijo en: 7 
y éste: 7 
metió en: 7 
de cuerda: 7 
la amenaza: 7 
muchas horas: 7 
un sueño: 7 
pasar por: 7 
que Arcadio: 7 
terminado por: 7 
seguía siendo: 7 
llevó al: 7 
el anillo: 7 
Luego se: 7 
al castaño: 7 
que con: 7 
lo menos: 7 
aquella noche: 7 
las rodillas: 7 
conversaba con: 7 
él en: 7 
los Buendía: 7 
amor de: 7 
el rumbo: 7 
un grito: 7 
de baile: 7 
el secreto: 7 
no tanto: 7 
tres veces: 7 
mientras ella: 7 
con él.: 7 
que estuvo: 7 
los liberales: 7 
por dentro: 7 
embargo el: 7 
A la: 7 
El único: 7 
del ejército: 7 
el milagro: 7 
y militar: 7 
las fuerzas: 7 
. El: 7 
al frente: 7 
frente de: 7 
de Neerlandia: 7 
Pero una: 7 
sintió tan: 7 
el castaño.: 7 
Ella lo: 7 
al atardecer: 7 
de flores: 7 
su voluntad: 7 
la tumba: 7 
el viento: 7 
enteró de: 7 
que Santa: 7 
vida y: 7 
mirada de: 7 
los hombros: 7 
por eso: 7 
capitán Roque: 7 
cadáver de: 7 
Gerineldo Márquez.: 7 
de a: 7 
el resplandor: 7 
Aureliano Buendia: 7 
él lo: 7 
de pie: 7 
En cambio: 7 
la conclusión: 7 
los oficiales: 7 
otra época: 7 
durante el: 7 
fue al: 7 
encerró en: 7 
vez el: 7 
boca arriba: 7 
Márquez se: 7 
de armas: 7 
determinación de: 7 
de inmediato: 7 
del regreso: 7 
pasó la: 7 
porque ya: 7 
regreso a: 7 
entonces el: 7 
cien años: 7 
convertido en: 7 
primero que: 7 
de piedra: 7 
ráfagas de: 7 
advirtió que: 7 
la cena: 7 
hermano gemelo: 7 
los antiguos: 7 
Arcadio Segundo.: 7 
Segundo le: 7 
mientras pasaba: 7 
servicio de: 7 
las matronas: 7 
invitó a: 7 
habían hecho: 7 
vestida de: 7 
vio las: 7 
porque había: 7 
le indicó: 7 
mariposas amarillas: 7 
tres mil: 7 
estación y: 7 
vio que: 7 
hormigas coloradas: 7 
zapatos de: 7 
la librería: 7 
después frente: 6 
Buendía había: 6 
el hielo.: 6 
entonces una: 6 
lecho de: 6 
nombre y: 6 
el gitano: 6 
era posible: 6 
el oro: 6 
todas sus: 6 
lleno de: 6 
hombres de: 6 
volvieron los: 6 
la entrada: 6 
cualquier lugar: 6 
fracaso de: 6 
a cambio: 6 
monedas de: 6 
toda una: 6 
una vida: 6 
una buena: 6 
al cuidado: 6 
el viaje: 6 
viaje a: 6 
Arcadio Buendia: 6 
artes de: 6 
Por último: 6 
los estudios: 6 
encerrado en: 6 
tratar de: 6 
de abandonar: 6 
de hablar: 6 
a solas: 6 
mismo en: 6 
sartal de: 6 
de fiebre: 6 
gritó .: 6 
el suelo.: 6 
le permitía: 6 
un caballo: 6 
a todas: 6 
los pantalones: 6 
pero sin: 6 
envuelto en: 6 
las cosas.: 6 
Pero a: 6 
entonces más: 6 
un recuerdo: 6 
la piedra: 6 
le permitiera: 6 
tantas veces: 6 
aceite de: 6 
de cerdo: 6 
la población.: 6 
la curiosidad: 6 
el temor: 6 
de pavor: 6 
que volvió: 6 
ser el: 6 
le explicó: 6 
en forma: 6 
lado del: 6 
fundación de: 6 
Macondo se: 6 
de cuánto: 6 
cuánto había: 6 
Tenía una: 6 
patio con: 6 
sólo en: 6 
mujer de: 6 
ellos mismos: 6 
los viejos: 6 
la posición: 6 
sólo la: 6 
perder el: 6 
llegó la: 6 
sorprendió de: 6 
su abuelo: 6 
mujeres y: 6 
los pantanos: 6 
los gritos: 6 
para siempre.: 6 
que iban: 6 
volvía a: 6 
pendiente de: 6 
el mar: 6 
encontró de: 6 
a ese: 6 
no supo: 6 
virtud de: 6 
Sólo cuando: 6 
lo hacía: 6 
de ninguna: 6 
Trató de: 6 
la promesa: 6 
promesa de: 6 
bastaba con: 6 
igual que: 6 
llevaba el: 6 
entonces era: 6 
humano que: 6 
años en: 6 
un lado: 6 
cosas del: 6 
quienes se: 6 
la edad: 6 
entró a: 6 
en parte: 6 
los límites: 6 
límites de: 6 
niños que: 6 
Márquez que: 6 
la máquina: 6 
de seis: 6 
a Riohacha: 6 
sentó en: 6 
de ambos: 6 
unos pantalones: 6 
cuarenta y: 6 
una fiesta: 6 
se ponía: 6 
sistema de: 6 
el rumor: 6 
Buendía fue: 6 
que conoció: 6 
. A: 6 
duda la: 6 
la decisión: 6 
pero él: 6 
. Nos: 6 
de este: 6 
lo más: 6 
esa forma: 6 
sus ropas: 6 
en sentido: 6 
un viaje: 6 
los catorce: 6 
el estómago: 6 
la mayor: 6 
Desde la: 6 
pero su: 6 
las nuevas: 6 
tan bien: 6 
la cola: 6 
La mujer: 6 
un viejo: 6 
ella en: 6 
una ansiedad: 6 
pidió que: 6 
corazón y: 6 
la punta: 6 
punta de: 6 
dedos y: 6 
instante en: 6 
Entonces se: 6 
derecho y: 6 
lo estaba: 6 
sintiendo que: 6 
pero más: 6 
la espera: 6 
los senos: 6 
en secreto: 6 
cuando ella: 6 
Estaba tan: 6 
. Un: 6 
contra su: 6 
decía Úrsula: 6 
que éste: 6 
busca de: 6 
desde las: 6 
las once: 6 
le echó: 6 
en varios: 6 
niños de: 6 
le parecía: 6 
Aureliano por: 6 
fijó en: 6 
más bella: 6 
visto en: 6 
la multitud: 6 
hasta se: 6 
pasión de: 6 
el de: 6 
su piel: 6 
dijo José: 6 
la materia: 6 
de ropa: 6 
su cama: 6 
fuera el: 6 
vio la: 6 
de bueyes: 6 
muebles y: 6 
puestos en: 6 
había alcanzado: 6 
los grandes: 6 
del cual: 6 
los árabes: 6 
y empezó: 6 
como siempre: 6 
que alguien: 6 
de lona: 6 
hija de: 6 
de animal: 6 
inclusive a: 6 
que Rebeca: 6 
en algún: 6 
nadie le: 6 
pensaba que: 6 
la india: 6 
más la: 6 
tomó la: 6 
pero al: 6 
tanto por: 6 
tres de: 6 
del gallo: 6 
gallo capón: 6 
para impedir: 6 
disposición de: 6 
de quienes: 6 
forma en: 6 
el sistema: 6 
el pasado: 6 
Se sintió: 6 
entre ellos: 6 
paredes y: 6 
decidió que: 6 
las predicciones: 6 
dinero que: 6 
Úrsula con: 6 
y cuyo: 6 
el mundo.: 6 
media noche: 6 
casa cuando: 6 
y entró: 6 
el cuarto.: 6 
el pellejo: 6 
daguerrotipo de: 6 
parecía una: 6 
gente que: 6 
para una: 6 
luz y: 6 
los fundadores: 6 
la Divina: 6 
calle a: 6 
hamaca que: 6 
Ante la: 6 
el desorden: 6 
la construcción: 6 
que antes: 6 
el servicio: 6 
de paño: 6 
de visita: 6 
solo instante: 6 
llevaba en: 6 
Buendía a: 6 
hijos de: 6 
renunció a: 6 
contra las: 6 
hizo con: 6 
el joven: 6 
la medianoche: 6 
hilo de: 6 
de Aureliano.: 6 
sus amigos: 6 
veces se: 6 
pescadito de: 6 
la muía: 6 
vez la: 6 
dolor y: 6 
las barajas.: 6 
sino también: 6 
a hablar: 6 
hablar con: 6 
una pasión: 6 
las siete: 6 
despertó a: 6 
si en: 6 
las preguntas: 6 
en cierta: 6 
para ir: 6 
su amor: 6 
dispuesta a: 6 
la tentación: 6 
Con la: 6 
de animales: 6 
el recuerdo: 6 
lino y: 6 
y muy: 6 
camas y: 6 
cualquier hora: 6 
del día: 6 
tropel de: 6 
taller y: 6 
los labios: 6 
No volvió: 6 
cual no: 6 
puesto en: 6 
la nostalgia.: 6 
que fueran: 6 
donde la: 6 
les dijo: 6 
cobertizo de: 6 
de llevar: 6 
La única: 6 
amanecer del: 6 
huesos y: 6 
Márquez le: 6 
mundo con: 6 
la voz.: 6 
la misa: 6 
por ser: 6 
Cada vez: 6 
el esplendor: 6 
en tres: 6 
de entonces: 6 
por no: 6 
falta para: 6 
iban a: 6 
de Remedios.: 6 
echó encima: 6 
un tazón: 6 
tazón de: 6 
café sin: 6 
consiguió que: 6 
la mayoría: 6 
mayoría de: 6 
una calle: 6 
ya se: 6 
los cimientos: 6 
y después: 6 
rumbo de: 6 
secreto de: 6 
el delirio: 6 
la cintura: 6 
el salón: 6 
de ir: 6 
sin más: 6 
los muertos.: 6 
familia y: 6 
de vista: 6 
las elecciones: 6 
no estaban: 6 
siguiente a: 6 
se estaban: 6 
llevaban a: 6 
eran más: 6 
no te: 6 
hablaba de: 6 
ni a: 6 
se llevaron: 6 
jefe civil: 6 
semanas después: 6 
la guarnición: 6 
del pelotón: 6 
la población: 6 
del general: 6 
la noche.: 6 
los pescaditos: 6 
todo cuanto: 6 
láminas de: 6 
de cuentas: 6 
cuando Amaranta: 6 
ido a: 6 
siquiera se: 6 
que nos: 6 
que esta: 6 
una segunda: 6 
el amor.: 6 
la suya: 6 
las que: 6 
desde su: 6 
hubiera hecho: 6 
él estaba: 6 
al corriente: 6 
esplendor de: 6 
de clases: 6 
de hombre: 6 
sacos de: 6 
levantaba a: 6 
los títulos: 6 
títulos de: 6 
ya era: 6 
corriente de: 6 
habría podido: 6 
mucho tiempo.: 6 
camisa de: 6 
esa hora: 6 
ocho meses: 6 
sensación de: 6 
¡Viva el: 6 
cerca del: 6 
condenado a: 6 
entonces lo: 6 
la cárcel: 6 
se dijo: 6 
final de: 6 
cartas de: 6 
a pleno: 6 
del litoral: 6 
que tuviera: 6 
No la: 6 
nidos de: 6 
donde Aureliano: 6 
recordar que: 6 
La última: 6 
vio con: 6 
fuera de: 6 
vivía en: 6 
casi un: 6 
llevar a: 6 
los cuartos: 6 
cuando vio: 6 
de quien: 6 
el ataúd: 6 
la visión: 6 
venda negra: 6 
que sería: 6 
Se dio: 6 
quien se: 6 
José Raquel: 6 
un cierto: 6 
resistía a: 6 
en esta: 6 
esta casa: 6 
vio entrar: 6 
que uno: 6 
El general: 6 
habían dejado: 6 
con agua: 6 
mismo que: 6 
Dios que: 6 
del pasado: 6 
un último: 6 
la penumbra: 6 
fin y: 6 
se las: 6 
sólo entonces: 6 
cosa que: 6 
que sin: 6 
la llegada: 6 
renunciar a: 6 
con ellas: 6 
un ser: 6 
hizo la: 6 
vez las: 6 
polvo de: 6 
siglo de: 6 
tiempo le: 6 
porque estaba: 6 
ceniza en: 6 
Fernanda del: 6 
los Aurelianos: 6 
creía que: 6 
de arroz: 6 
el párroco: 6 
la rifa: 6 
aun cuando: 6 
las fechas: 6 
nadie en: 6 
el río: 6 
había conseguido: 6 
la miseria: 6 
saber que: 6 
la versión: 6 
versión de: 6 
de reina: 6 
sus baúles: 6 
la parranda: 6 
el clavicordio: 6 
la cruz: 6 
la humedad: 6 
esperando que: 6 
míster Herbert: 6 
como todo: 6 
si fueran: 6 
a merced: 6 
había ocurrido: 6 
Fernanda en: 6 
daba cuenta: 6 
los santos: 6 
niño en: 6 
la concubina: 6 
ni lo: 6 
La Elefanta: 6 
a pasar: 6 
habían puesto: 6 
Fernanda .: 6 
la destrucción: 6 
hija que: 6 
las uñas: 6 
correspondencia con: 6 
Meme le: 6 
a Mauricio: 6 
de Mauricio: 6 
flotando en: 6 
la maleza: 6 
las tijeras: 6 
la enciclopedia: 6 
del corredor: 6 
librería del: 6 
sabio catalán.: 6 
Macondo era: 5 
aldea de: 5 
había que: 5 
de marzo: 5 
un grande: 5 
alboroto de: 5 
manos de: 5 
ver que: 5 
más lejos: 5 
partida de: 5 
I guaran: 5 
no consiguió: 5 
Durante varios: 5 
hierro y: 5 
con todas: 5 
sus partes: 5 
un enorme: 5 
descubrimiento de: 5 
alcance de: 5 
hicieron una: 5 
en mitad: 5 
aún no: 5 
el fracaso: 5 
concibió la: 5 
cofre de: 5 
acumulado en: 5 
cama en: 5 
en espera: 5 
espera de: 5 
Tratando de: 5 
la tropa: 5 
y estuvo: 5 
ruta de: 5 
de esperar: 5 
una prueba: 5 
le dejó: 5 
que pudiera: 5 
el uso: 5 
tuvo una: 5 
el hábito: 5 
hábito de: 5 
un sartal: 5 
de diciembre: 5 
hora del: 5 
un golpe: 5 
padre se: 5 
sentó a: 5 
cabecera de: 5 
temblando de: 5 
que para: 5 
de regresar: 5 
perdido el: 5 
cuando llegó: 5 
a poner: 5 
aquel hombre: 5 
laboratorio de: 5 
su fuerza: 5 
contó a: 5 
ayudaba a: 5 
de viejo: 5 
los dientes.: 5 
la imaginación: 5 
toda su: 5 
un mal: 5 
que Melquíades: 5 
se llevó: 5 
su memoria: 5 
de cuello: 5 
todo a: 5 
vuelta a: 5 
con toda: 5 
la carpa: 5 
los puso: 5 
con todos: 5 
momento la: 5 
las otras: 5 
casa sino: 5 
los gallos: 5 
estar en: 5 
en todas: 5 
pollerines de: 5 
hombre más: 5 
posición de: 5 
Macondo fue: 5 
nadie había: 5 
la propia: 5 
el sopor: 5 
ciénaga y: 5 
de cocina.: 5 
de algún: 5 
se echó: 5 
Sabía que: 5 
estaba la: 5 
ciudad de: 5 
donde en: 5 
En su: 5 
no tener: 5 
tener que: 5 
grande que: 5 
de mujer: 5 
no volvieron: 5 
se hicieron: 5 
paraíso de: 5 
de sangre.: 5 
a cerrar: 5 
tiempo con: 5 
blanco y: 5 
luz de: 5 
un espacio: 5 
el interior: 5 
la proximidad: 5 
Buendía volvió: 5 
era ya: 5 
se preguntó: 5 
cómo había: 5 
durante mucho: 5 
de mala: 5 
una cierta: 5 
insensible a: 5 
las palabras: 5 
aquel instante: 5 
Úrsula seguía: 5 
que ahora: 5 
estaba segura: 5 
ojos se: 5 
un hondo: 5 
el carácter: 5 
rostro de: 5 
hasta un: 5 
Aureliano a: 5 
interpretó como: 5 
parte porque: 5 
niños para: 5 
sus horas: 5 
enseñó a: 5 
terminaron por: 5 
de fuego: 5 
y mujeres: 5 
recuerdos y: 5 
buscando a: 5 
el grupo: 5 
de júbilo: 5 
saber qué: 5 
un paso: 5 
de medio: 5 
modo de: 5 
olor a: 5 
el negocio: 5 
de mucho: 5 
se casó: 5 
Por eso: 5 
hora en: 5 
los mejores: 5 
pueblos de: 5 
temor de: 5 
«No me: 5 
madre de: 5 
madre le: 5 
Durante el: 5 
varias horas: 5 
que algo: 5 
Buendía para: 5 
la gallera: 5 
a tu: 5 
voy a: 5 
la lanza: 5 
fuerza de: 5 
noche mientras: 5 
muertos en: 5 
en este: 5 
este pueblo: 5 
de honor: 5 
una expresión: 5 
ver a: 5 
sus casas: 5 
uno tras: 5 
tras otro: 5 
confiando en: 5 
de paz: 5 
ropas de: 5 
sentido contrario: 5 
caldo de: 5 
una hamaca: 5 
padres y: 5 
mayor parte: 5 
fueron los: 5 
el mar.: 5 
los seis: 5 
una ciudad: 5 
tuvo en: 5 
para hacer: 5 
Si no: 5 
porque entonces: 5 
una rara: 5 
sin la: 5 
un adolescente: 5 
se quitaba: 5 
dormir y: 5 
vida que: 5 
su hijo.: 5 
casa como: 5 
reguero de: 5 
encerró con: 5 
con José: 5 
mesón de: 5 
fue todo: 5 
que pudo: 5 
de llorar.: 5 
ella tenía: 5 
tenía en: 5 
las axilas: 5 
café y: 5 
el granero: 5 
sino como: 5 
un modo: 5 
estuvo de: 5 
los mosquitos: 5 
sintió el: 5 
le faltaba: 5 
él había: 5 
y dijo: 5 
pronto en: 5 
que tal: 5 
vez no: 5 
hubiera estado: 5 
un largo: 5 
abismo de: 5 
la cara.: 5 
ropa y: 5 
al derecho: 5 
estaba haciendo: 5 
realidad se: 5 
de quién: 5 
catorce años: 5 
y siguió: 5 
los caminos: 5 
o tres: 5 
la ternura: 5 
le abrió: 5 
espantaba a: 5 
tenía nada: 5 
el poder: 5 
En efecto: 5 
últimos tiempos: 5 
sangre y: 5 
sin darse: 5 
Ella no: 5 
la lámpara: 5 
y yo: 5 
su hermano.: 5 
Poco a: 5 
poco se: 5 
del hermano: 5 
en busca: 5 
de cuarenta: 5 
juegos de: 5 
refugiarse en: 5 
piedra filosofal: 5 
tarde se: 5 
la estera: 5 
que hacían: 5 
el apetito: 5 
pero José: 5 
sin poder: 5 
llevaron al: 5 
vamos a: 5 
se iban: 5 
miró a: 5 
que Dios: 5 
donde su: 5 
campamento de: 5 
las cenizas: 5 
visto a: 5 
quien no: 5 
dado la: 5 
señal de: 5 
. Así: 5 
habían ido: 5 
noche cuando: 5 
pasaba a: 5 
la llevaba: 5 
las canciones: 5 
oficios de: 5 
algún modo: 5 
de mimbre: 5 
gritaba .: 5 
de veras: 5 
facultad de: 5 
Le dio: 5 
un beso: 5 
le dijo:: 5 
dos días: 5 
pueblo con: 5 
eran tan: 5 
negocio de: 5 
collares de: 5 
una realidad: 5 
can su: 5 
años que: 5 
de cinc: 5 
abandonaba el: 5 
pensando que: 5 
ella una: 5 
seguro de: 5 
tenía más: 5 
quién era: 5 
persona que: 5 
ruido de: 5 
se llamara: 5 
menos en: 5 
dedo en: 5 
Tenía el: 5 
las imágenes: 5 
sudor y: 5 
el mal: 5 
redondo y: 5 
can la: 5 
la cabeza.: 5 
ella porque: 5 
la paciencia: 5 
de hambre: 5 
sólo le: 5 
pero ella: 5 
noche y: 5 
tenían que: 5 
lo supo: 5 
se estableció: 5 
se reveló: 5 
nunca lo: 5 
que llevó: 5 
un extraño: 5 
Rebeca en: 5 
la enfermedad: 5 
de dormir: 5 
hacia una: 5 
por si: 5 
había despertado: 5 
había aprendido: 5 
el valor: 5 
e hizo: 5 
Sentada en: 5 
un rincón: 5 
del lunes: 5 
Macondo que: 5 
horas y: 5 
el narrador: 5 
si querían: 5 
querían que: 5 
les contara: 5 
contara el: 5 
que sí: 5 
decía que: 5 
círculo vicioso: 5 
a disposición: 5 
aprendido a: 5 
buscando el: 5 
un papel: 5 
fue más: 5 
las mañanas: 5 
café con: 5 
viviendo en: 5 
sin remedio: 5 
antes había: 5 
vivir en: 5 
principios de: 5 
donde una: 5 
de nacimiento: 5 
y pensó: 5 
pueblo que: 5 
las paredes.: 5 
bien porque: 5 
quedarse en: 5 
muerte en: 5 
cobre y: 5 
quien le: 5 
de fusilamiento.: 5 
a gritos: 5 
esperanza de: 5 
hijo José: 5 
del sol: 5 
le regaló: 5 
disponía a: 5 
pidió a: 5 
atormentado por: 5 
la abuela: 5 
deseo de: 5 
del pueblo.: 5 
de Dios.: 5 
perdido la: 5 
rastro de: 5 
la estirpe: 5 
un Buendía: 5 
luz del: 5 
el luto: 5 
había enseñado: 5 
para poner: 5 
el viejo: 5 
la sombra: 5 
y otra: 5 
el espacio: 5 
sin el: 5 
el talego: 5 
viva y: 5 
que hubo: 5 
el ámbito: 5 
cuando Úrsula: 5 
la fachada: 5 
fachada de: 5 
que es: 5 
es una: 5 
que mandó: 5 
Hotel de: 5 
por uno: 5 
a dos: 5 
la pared: 5 
la calma: 5 
la impavidez: 5 
de don: 5 
no los: 5 
a don: 5 
armados con: 5 
el despacho: 5 
cosa de: 5 
que decidió: 5 
el bigote: 5 
y Remedios: 5 
Tan pronto: 5 
no porque: 5 
una cosa: 5 
imagen de: 5 
la pianola.: 5 
que fueron: 5 
manteles de: 5 
de moda: 5 
su taller: 5 
instaló en: 5 
el italiano: 5 
Úrsula hizo: 5 
los únicos: 5 
desde antes: 5 
las más: 5 
soplo de: 5 
de vida: 5 
Dos días: 5 
aquellos días: 5 
las rosas: 5 
baile y: 5 
La víspera: 5 
las lámparas: 5 
y cuya: 5 
de huesos: 5 
había descubierto: 5 
a esa: 5 
dormir con: 5 
de amigas: 5 
el gusto: 5 
gusto de: 5 
puñados de: 5 
los bolsillos: 5 
de rabia: 5 
de charol: 5 
ella el: 5 
el corazón.: 5 
le entregó: 5 
verde y: 5 
Magnífico Visbal: 5 
un pescadito: 5 
después en: 5 
el pescadito: 5 
voz que: 5 
Aureliano la: 5 
oficina de: 5 
que Pietro: 5 
quince días: 5 
a llegar: 5 
llorando de: 5 
tarde mientras: 5 
de Francisco: 5 
de ellas: 5 
la dentadura: 5 
una lámpara: 5 
cuál era: 5 
cara con: 5 
los incontables: 5 
acabar de: 5 
dijo y: 5 
capital de: 5 
la provincia: 5 
la salud: 5 
de esos: 5 
lo fue: 5 
personas que: 5 
se movía: 5 
si estuviera: 5 
en mi: 5 
pero sólo: 5 
el brazo: 5 
ir al: 5 
se metió: 5 
fórmula de: 5 
puesto que: 5 
el carnaval: 5 
centro del: 5 
supo de: 5 
su hermana: 5 
tentación de: 5 
su novia: 5 
cajas de: 5 
amarillas que: 5 
amenaza de: 5 
a Pilar: 5 
pueblo de: 5 
de barajas: 5 
tarea de: 5 
porque le: 5 
el muro: 5 
el nacimiento: 5 
su risa: 5 
comprobó que: 5 
Aureliano .: 5 
la comprobación: 5 
su dormitorio.: 5 
muerte que: 5 
muertos que: 5 
volvió al: 5 
por todos: 5 
